Title,Total Earnings,Foriegn Earnings,Year,IMDB
The Dying Gaul,"$345,000 ","$343,000 ",2005,-1
Winter Solstice,"$338,000 ","$319,000 ",2005,-1
The Warrior,"$337,000 ","$50,300 ",2005,-1
Neal -N- Nikki,"$319,000 ","$112,000 ",2005,-1
The Aryan Couple,"$317,000 ","$290,000 ",2005,-1
My Date with Drew,"$263,000 ","$181,000 ",2005,-1
A Tout de Suite,"$249,000 ","$249,000 ",2005,-1
New York Doll,"$237,000 ","$220,000 ",2005,7.7
Le Grand Role,"$231,000 ","$11,400 ",2005,7.7
Memories of Murder,"$230,000 ","$15,400 ",2005,7.7
The Keeper: The Legend of Omar Khayyam,"$226,000 ","$226,000 ",2005,6.4
Or (My Treasure),"$200,000 ","$29,200 ",2005,6.4
Intimate Stories,"$191,000 ","$103,000 ",2005,6.4
Undead,"$188,000 ","$41,200 ",2005,6.4
Forty Shades of Blue,"$173,000 ","$75,800 ",2005,6.2
Dirty Deeds,"$146,000 ","$146,000 ",2005,5.8
The Boys and Girl from County Clare,"$143,000 ","$143,000 ",2005,5.8
Marebito,"$107,000 ","$14,000 ",2005,5.8
Barely Legal,"$83,400 ","$26,500 ",2005,5.8
Funny Ha Ha,"$82,600 ","$77,100 ",2005,5.8
A State of Mind,"$80,300 ","$41,500 ",2005,5.8
Dorian Blues,"$72,200 ","$72,200 ",2005,5.8
Mail Order Wife,"$65,400 ","$62,400 ",2005,5.8
The World,"$64,100 ","$64,100 ",2005,5.8
Edvard Munch (Re-issue),"$60,200 ","$43,500 ",2005,5.8
Wall,"$56,900 ","$14,500 ",2005,5.8
Pulse (2005),"$51,400 ","$51,400 ",2005,5.8
Raging Bull (25th Anniversary),"$49,000 ","$49,000 ",2005,5.8
Formula 17,"$48,300 ","$15,400 ",2005,5.8
The Tunnel,"$46,300 ","$46,300 ",2005,5.8
Ellie Parker,"$45,700 ","$34,400 ",2005,5.7
Tell Them Who You Are,"$42,900 ","$39,100 ",2005,5.7
Zizek!,"$40,300 ","$20,200 ",2005,7.3
The Year of the Yao,"$38,600 ","$35,600 ",2005,7.3
39 Pounds of Love,"$30,300 ","$28,200 ",2005,6.7
The Deal,"$20,000 ", $-   ,2005,5
A League of Ordinary Gentlemen,"$18,800 ","$18,800 ",2005,5
Ethan Mao,"$16,400 ","$10,200 ",2005,5
Chaos,"$10,300 ","$10,300 ",2005,4
Electric Shadows,"$7,100 ","$7,100 ",2005,5
McLibel,"$6,500 ","$4,300 ",2005,7.2
The Comedians of Comedy,$500 ,$500 ,2005,7.3
Pirates of the Caribbean: Dead Man's Chest,"$1,066,200,000 ","$423,300,000 ",2006,7.3
The Da Vinci Code,"$758,200,000 ","$217,500,000 ",2006,6.6
Ice Age: The Meltdown,"$660,900,000 ","$195,300,000 ",2006,6.8
Casino Royale,"$599,000,000 ","$167,400,000 ",2006,8
Night at the Museum,"$574,500,000 ","$250,900,000 ",2006,6.4
Cars,"$462,200,000 ","$244,100,000 ",2006,7.1
X-Men: The Last Stand,"$459,400,000 ","$234,400,000 ",2006,6.7
Mission: Impossible III,"$397,900,000 ","$134,000,000 ",2006,6.9
Superman Returns,"$391,100,000 ","$200,100,000 ",2006,6
Happy Feet,"$384,300,000 ","$198,000,000 ",2006,6.4
Over the Hedge,"$336,000,000 ","$155,000,000 ",2006,6.7
The Devil Wears Prada,"$326,600,000 ","$124,700,000 ",2006,6.9
The Pursuit of Happyness,"$307,100,000 ","$163,600,000 ",2006,8
The Departed,"$291,500,000 ","$132,400,000 ",2006,8.5
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"$261,600,000 ","$128,500,000 ",2006,7.3
Eragon,"$249,500,000 ","$75,000,000 ",2006,5.1
Click,"$237,700,000 ","$137,400,000 ",2006,6.4
The Holiday,"$205,100,000 ","$63,200,000 ",2006,6.9
The Break-Up,"$205,000,000 ","$118,700,000 ",2006,5.8
Open Season,"$197,300,000 ","$85,100,000 ",2006,6.1
Inside Man,"$184,400,000 ","$88,500,000 ",2006,7.6
Poseidon,"$181,700,000 ","$60,700,000 ",2006,5.6
Deja Vu,"$180,600,000 ","$64,000,000 ",2006,7
Scary Movie 4,"$178,300,000 ","$90,700,000 ",2006,5
Flushed Away,"$178,100,000 ","$64,700,000 ",2006,6.6
Blood Diamond,"$171,700,000 ","$57,400,000 ",2006,8
Saw III,"$164,900,000 ","$80,200,000 ",2006,6.2
Miami Vice,"$163,800,000 ","$63,500,000 ",2006,6
World Trade Center,"$163,000,000 ","$70,300,000 ",2006,5.9
Talladega Nights: The Ballad of Ricky Bobby,"$163,000,000 ","$148,200,000 ",2006,6.6
The Pink Panther (2006),"$158,900,000 ","$82,200,000 ",2006,6.6
The Fast and the Furious: Tokyo Drift,"$158,500,000 ","$62,500,000 ",2006,6
Rocky Balboa,"$155,700,000 ","$70,300,000 ",2006,7.1
Dreamgirls,"$154,900,000 ","$103,400,000 ",2006,6.5
Charlotte's Web (2006),"$144,900,000 ","$83,000,000 ",2006,6.5
Garfield: A Tail of Two Kitties,"$141,700,000 ","$28,400,000 ",2006,6.5
Monster House,"$140,200,000 ","$73,700,000 ",2006,6.6
Big Momma's House 2,"$138,300,000 ","$70,200,000 ",2006,4.7
Babel,"$135,300,000 ","$34,300,000 ",2006,7.4
Perfume - The Story of a Murderer,"$135,000,000 ","$2,200,000 ",2006,7.4
V for Vendetta,"$132,500,000 ","$70,500,000 ",2006,7.4
"You, Me and Dupree","$130,400,000 ","$75,600,000 ",2006,5.6
Failure to Launch,"$128,400,000 ","$88,700,000 ",2006,5.6
The Queen,"$123,400,000 ","$56,400,000 ",2006,7.3
Nanny McPhee,"$122,500,000 ","$47,100,000 ",2006,7.3
Apocalypto,"$120,700,000 ","$50,900,000 ",2006,7.8
Eight Below,"$120,500,000 ","$81,600,000 ",2006,7.3
The Omen (2006),"$119,500,000 ","$54,600,000 ",2006,7.3
Final Destination 3,"$117,700,000 ","$54,100,000 ",2006,5.8
Barnyard: The Original Party Animals,"$116,500,000 ","$72,600,000 ",2006,5.8
The Lake House,"$114,800,000 ","$52,300,000 ",2006,6.8
Step Up,"$114,200,000 ","$65,300,000 ",2006,6.5
Underworld: Evolution,"$111,300,000 ","$62,300,000 ",2006,6.7
The Santa Clause 3: The Escape Clause,"$110,800,000 ","$84,500,000 ",2006,4.7
The Prestige,"$109,700,000 ","$53,100,000 ",2006,8.5
Arthur and the Invisibles,"$107,900,000 ","$15,100,000 ",2006,6
The Wild,"$102,300,000 ","$37,400,000 ",2006,5.3
Little Man,"$101,600,000 ","$58,600,000 ",2006,7.8
Little Miss Sunshine,"$100,500,000 ","$59,900,000 ",2006,7.8
The Good Shepherd,"$99,500,000 ","$60,000,000 ",2006,6.7
Nacho Libre,"$99,300,000 ","$80,200,000 ",2006,5.7
Deep Sea 3D (IMAX),"$97,900,000 ","$46,400,000 ",2006,5.7
Silent Hill,"$97,600,000 ","$47,000,000 ",2006,6.5
The Guardian,"$95,000,000 ","$55,000,000 ",2006,6.9
The Illusionist,"$87,900,000 ","$39,900,000 ",2006,7.6
RV,"$87,500,000 ","$71,700,000 ",2006,5.5
The Shaggy Dog,"$87,100,000 ","$61,100,000 ",2006,4.4
Volver,"$85,600,000 ","$12,900,000 ",2006,7.6
Date Movie,"$84,800,000 ","$48,500,000 ",2006,2.8
Jackass: Number Two,"$84,600,000 ","$72,800,000 ",2006,2.8
Pan's Labyrinth,"$83,300,000 ","$37,600,000 ",2006,8.2
Firewall,"$82,800,000 ","$48,800,000 ",2006,5.8
Hostel,"$80,600,000 ","$47,300,000 ",2006,5.8
Curse of the Golden Flower,"$78,600,000 ","$6,600,000 ",2006,7
The Sentinel,"$78,100,000 ","$36,300,000 ",2006,6.1
United 93,"$76,300,000 ","$31,500,000 ",2006,7.5
Lady in the Water,"$72,800,000 ","$42,300,000 ",2006,5.5
The Grudge 2,"$70,700,000 ","$39,100,000 ",2006,5
Children of Men,"$70,000,000 ","$35,600,000 ",2006,7.9
Curious George,"$69,800,000 ","$58,400,000 ",2006,6.5
The Hills Have Eyes,"$69,600,000 ","$41,800,000 ",2006,6.4
John Tucker Must Die,"$68,800,000 ","$41,000,000 ",2006,5.7
Letters from Iwo Jima,"$68,700,000 ","$13,800,000 ",2006,7.9
Jet Li's Fearless,"$68,100,000 ","$24,600,000 ",2006,7.9
When a Stranger Calls,"$67,000,000 ","$47,900,000 ",2006,5.1
Flags of Our Fathers,"$65,900,000 ","$33,600,000 ",2006,5.1
Take the Lead,"$65,700,000 ","$34,700,000 ",2006,6.6
16 Blocks,"$65,700,000 ","$36,900,000 ",2006,6.6
The Benchwarmers,"$65,000,000 ","$59,800,000 ",2006,5.5
Tyler Perry's Madea's Family Reunion,"$63,300,000 ","$63,300,000 ",2006,5.5
Snakes on a Plane,"$62,000,000 ","$34,000,000 ",2006,5.4
My Super Ex-Girlfriend,"$61,000,000 ","$22,500,000 ",2006,5.1
Marie Antoinette,"$60,900,000 ","$16,000,000 ",2006,6.4
Invincible,"$58,500,000 ","$57,800,000 ",2006,7.1
She's the Man,"$57,200,000 ","$33,700,000 ",2006,6.3
The Descent,"$57,100,000 ","$26,000,000 ",2006,6.3
Lucky Number Slevin,"$56,300,000 ","$22,500,000 ",2006,7.7
The Ant Bully,"$55,200,000 ","$28,100,000 ",2006,5.8
Stranger Than Fiction,"$53,700,000 ","$40,700,000 ",2006,7.6
The Texas Chainsaw Massacre: The Beginning,"$51,800,000 ","$39,500,000 ",2006,5.8
An Inconvenient Truth,"$49,800,000 ","$24,100,000 ",2006,7.4
Notes on a Scandal,"$49,800,000 ","$17,500,000 ",2006,7.4
The Black Dahlia,"$49,300,000 ","$22,500,000 ",2006,5.6
The Last King of Scotland,"$48,400,000 ","$17,600,000 ",2006,7.7
Deck the Halls,"$47,200,000 ","$35,100,000 ",2006,4.9
The Nativity Story,"$46,400,000 ","$37,600,000 ",2006,6.8
We Are Marshall,"$43,500,000 ","$43,500,000 ",2006,7.1
Last Holiday,"$43,300,000 ","$38,400,000 ",2006,6.4
Glory Road,"$42,900,000 ","$42,600,000 ",2006,7.2
Crank,"$42,900,000 ","$27,800,000 ",2006,6.9
A Good Year,"$42,100,000 ","$7,500,000 ",2006,7
Gridiron Gang,"$41,500,000 ","$38,400,000 ",2006,6.9
Man of the Year,"$41,200,000 ","$37,300,000 ",2006,6.2
Thank You for Smoking,"$39,300,000 ","$24,800,000 ",2006,6.2
Scoop,"$39,200,000 ","$10,500,000 ",2006,6.7
The Wicker Man,"$38,800,000 ","$23,600,000 ",2006,3.7
Basic Instinct 2,"$38,600,000 ","$6,000,000 ",2006,4.3
Accepted,"$38,500,000 ","$36,300,000 ",2006,6.4
Employee of the Month,"$38,400,000 ","$28,400,000 ",2006,5.5
Just My Luck,"$38,200,000 ","$17,300,000 ",2006,5.4
The Covenant,"$37,600,000 ","$23,400,000 ",2006,5.3
Miss Potter,"$35,100,000 ","$3,000,000 ",2006,6.9
Night Watch (Nochnoi Dozor),"$33,900,000 ","$1,500,000 ",2006,6.9
Dhoom 2,"$32,400,000 ","$2,600,000 ",2006,6.5
Stick It,"$32,000,000 ","$26,900,000 ",2006,6.4
Ultraviolet,"$31,100,000 ","$18,500,000 ",2006,4.4
The Promise,"$30,900,000 ","$670,000 ",2006,4.4
Pulse,"$29,900,000 ","$20,300,000 ",2006,4.8
An American Haunting,"$29,600,000 ","$16,300,000 ",2006,4.8
Tristan and Isolde,"$28,000,000 ","$14,700,000 ",2006,4.8
Goal! The Dream Begins,"$27,600,000 ","$4,300,000 ",2006,4.8
The Protector (2006),"$27,200,000 ","$12,000,000 ",2006,4.8
Stay Alive,"$27,100,000 ","$23,100,000 ",2006,5.1
Clerks II,"$27,000,000 ","$24,100,000 ",2006,7.3
Doogal,"$26,700,000 ","$7,400,000 ",2006,2.8
The Painted Veil,"$26,500,000 ","$8,100,000 ",2006,7.5
A Prairie Home Companion,"$26,000,000 ","$20,300,000 ",2006,6.7
Typhoon,"$25,600,000 ","$139,000 ",2006,6.7
The Tiger and the Snow,"$25,500,000 ","$10,200 ",2006,6.7
Kabhi Alvida Naa Kehna,"$25,200,000 ","$3,300,000 ",2006,6
School for Scoundrels,"$23,900,000 ","$17,800,000 ",2006,5.9
Alex Rider: Operation Stormbreaker,"$23,900,000 ","$678,000 ",2006,5.1
Lady Vengeance ,"$23,800,000 ","$212,000 ",2006,5.1
Russian Dolls,"$23,700,000 ","$326,000 ",2006,5.1
Valley of the Wolves: Iraq,"$23,500,000 ", $-   ,2006,5.8
Aquamarine,"$23,000,000 ","$18,600,000 ",2006,5.3
Days of Glory,"$23,000,000 ","$321,000 ",2006,7
Fanaa,"$22,200,000 ","$2,100,000 ",2006,7.2
The Marine,"$22,200,000 ","$18,800,000 ",2006,4.7
Unaccompanied Minors,"$21,900,000 ","$16,700,000 ",2006,5.2
Flicka,"$21,900,000 ","$21,000,000 ",2006,6.1
Black Christmas (2006),"$21,500,000 ","$16,300,000 ",2006,6.1
Waist Deep,"$21,400,000 ","$21,300,000 ",2006,5.9
Bobby,"$20,700,000 ","$11,200,000 ",2006,7
Beerfest,"$20,400,000 ","$19,200,000 ",2006,6.3
Don,"$19,600,000 ","$2,200,000 ",2006,7.2
Akeelah and the Bee,"$18,900,000 ","$18,800,000 ",2006,7.3
Keeping Mum,"$18,600,000 ","$1,600,000 ",2006,7.3
See No Evil,"$18,600,000 ","$15,000,000 ",2006,5.1
Bandidas,"$18,400,000 ", $-   ,2006,5.7
Friends with Money,"$18,200,000 ","$13,400,000 ",2006,5.8
Krrish,"$18,000,000 ","$1,400,000 ",2006,6.3
Lage Raho Munna Bhai,"$17,900,000 ","$2,200,000 ",2006,6.3
Flyboys,"$17,800,000 ","$13,100,000 ",2006,6.5
Annapolis,"$17,500,000 ","$17,100,000 ",2006,5.9
Material Girls,"$16,900,000 ","$11,400,000 ",2006,4
Hollywoodland,"$16,800,000 ","$14,400,000 ",2006,6.5
Everyone's Hero,"$16,600,000 ","$14,500,000 ",2006,5.7
Omkara,"$16,500,000 ","$1,200,000 ",2006,8.1
American Dreamz,"$16,500,000 ","$7,200,000 ",2006,5.4
The Fountain,"$16,000,000 ","$10,100,000 ",2006,7.2
The Last Kiss (2006),"$15,900,000 ","$11,600,000 ",2006,7.2
The Great Yokai War,"$15,800,000 ", $-   ,2006,7.2
The Science of Sleep,"$15,000,000 ","$4,700,000 ",2006,7.3
Little Children,"$14,800,000 ","$5,500,000 ",2006,7.5
Bhagam Bhag,"$14,700,000 ","$790,000 ",2006,6.3
Turistas,"$14,700,000 ","$7,000,000 ",2006,5.4
Freedomland,"$14,700,000 ","$12,500,000 ",2006,5.1
Tenacious D in: The Pick of Destiny,"$13,900,000 ","$8,300,000 ",2006,5.1
One Night with the King,"$13,700,000 ","$13,400,000 ",2006,6.2
The History Boys,"$13,400,000 ","$2,700,000 ",2006,6.8
How to Eat Fried Worms,"$13,100,000 ","$13,000,000 ",2006,5.3
Slither,"$12,800,000 ","$7,800,000 ",2006,6.4
"Bon Cop, Bad Cop","$12,700,000 ","$12,700,000 ",2006,6.4
Idlewild,"$12,600,000 ","$12,600,000 ",2006,6.2
Zoom,"$12,500,000 ","$12,000,000 ",2006,4.3
End of the Spear,"$12,100,000 ","$12,000,000 ",2006,4.3
Dave Chappelle's Block Party,"$12,100,000 ","$11,700,000 ",2006,4.3
The Return,"$12,000,000 ","$7,700,000 ",2006,7.2
Something New,"$11,500,000 ","$11,500,000 ",2006,6.3
Tim Burton's The Nightmare Before Christmas in 3-D (2006),"$11,100,000 ","$8,700,000 ",2006,6.3
Roving Mars (IMAX),"$11,000,000 ","$10,400,000 ",2006,6.3
Sophie Scholl - The Final Days,"$10,800,000 ","$680,000 ",2006,6.3
The Night Listener,"$10,600,000 ","$7,800,000 ",2006,5.9
Facing the Giants,"$10,200,000 ","$10,200,000 ",2006,6.6
Kinky Boots,"$10,000,000 ","$1,800,000 ",2006,6.6
Tsotsi,"$9,900,000 ","$2,900,000 ",2006,6.6
District B13,"$9,600,000 ","$1,200,000 ",2006,6.6
All the King's Men,"$9,500,000 ","$7,200,000 ",2006,6.2
Running Scared,"$9,400,000 ","$6,900,000 ",2006,7.4
Breaking and Entering,"$9,000,000 ","$930,000 ",2006,6.5
Rang De Basanti,"$8,800,000 ","$2,200,000 ",2006,8.2
La Mujer de Mi Hermano,"$8,500,000 ","$2,800,000 ",2006,8.2
Princesas,"$8,400,000 ","$29,500 ",2006,8.2
Hoot,"$8,200,000 ","$8,100,000 ",2006,5.5
Water,"$8,200,000 ","$3,300,000 ",2006,5.5
The Hidden Blade,"$8,000,000 ","$38,100 ",2006,5.5
A Scanner Darkly,"$7,700,000 ","$5,500,000 ",2006,7.1
Running with Scissors,"$7,500,000 ","$7,000,000 ",2006,6.2
Phat Girlz,"$7,400,000 ","$7,100,000 ",2006,3.2
Trust the Man,"$7,400,000 ","$1,500,000 ",2006,3.2
Venus,"$7,300,000 ","$3,300,000 ",2006,7.1
Hard Candy,"$7,000,000 ","$1,000,000 ",2006,7.1
A Good Woman,"$6,900,000 ","$239,000 ",2006,7.1
Azumi,"$6,700,000 ","$41,800 ",2006,7.1
Grandma's Boy,"$6,600,000 ","$6,100,000 ",2006,7
Lassie (2006),"$6,400,000 ","$652,000 ",2006,7
The Secret Life of Words,"$6,400,000 ","$20,700 ",2006,7
Copying Beethoven,"$6,200,000 ","$384,000 ",2006,6.8
National Lampoon's Van Wilder: The Rise of Taj,"$6,100,000 ","$4,300,000 ",2006,6.8
Take My Eyes,"$6,100,000 ","$30,500 ",2006,6.8
Harsh Times,"$6,000,000 ","$3,300,000 ",2006,6.8
For Your Consideration,"$5,900,000 ","$5,500,000 ",2006,6.3
Don't Tell,"$5,900,000 ","$29,000 ",2006,6.3
The Good German,"$5,900,000 ","$1,300,000 ",2006,6
Catch a Fire,"$5,700,000 ","$4,300,000 ",2006,6.7
Shortbus,"$5,500,000 ","$2,000,000 ",2006,6.4
L'Enfant (The Child),"$5,500,000 ","$652,000 ",2006,6.4
Nathalie,"$5,200,000 ","$31,000 ",2006,6.4
Kabul Express,"$5,100,000 ","$302,000 ",2006,6.8
The Proposition,"$5,000,000 ","$1,900,000 ",2006,6.8
Confetti,"$4,900,000 ","$228,000 ",2006,5.7
Don't Come Knocking,"$4,700,000 ","$441,000 ",2006,5.7
Half Nelson,"$4,700,000 ","$2,700,000 ",2006,7.2
Shaadi Karke Phas Gaye Yaar,"$4,400,000 ","$223,000 ",2006,7.2
Keeping Up with the Steins,"$4,400,000 ","$4,300,000 ",2006,5.3
The Lost City,"$4,400,000 ","$2,500,000 ",2006,5.3
Changing Times,"$4,200,000 ","$545,000 ",2006,5.3
Inland Empire,"$4,000,000 ","$861,000 ",2006,6.9
Le Petit Lieutenant,"$4,000,000 ","$217,000 ",2006,6.9
Tristram Shandy: A Cock and Bull Story,"$3,900,000 ","$1,300,000 ",2006,6.9
Brick,"$3,900,000 ","$2,100,000 ",2006,6.9
Trailer Park Boys: The Movie,"$3,900,000 ","$3,900,000 ",2006,7.2
The Polar Express (IMAX re-issue 2006),"$3,800,000 ","$2,900,000 ",2006,7.2
Riding Alone for Thousands of Miles,"$3,800,000 ","$252,000 ",2006,7.2
BloodRayne,"$3,700,000 ","$2,400,000 ",2006,7.2
Factory Girl,"$3,600,000 ","$1,700,000 ",2006,6.4
The Long Weekend,"$3,500,000 ","$1,300 ",2006,6.4
The Cave of the Yellow Dog,"$3,400,000 ","$142,000 ",2006,6.4
Boynton Beach Club,"$3,400,000 ","$3,100,000 ",2006,6.4
Unknown (2006),"$3,300,000 ","$26,400 ",2006,6.4
Art School Confidential,"$3,300,000 ","$3,300,000 ",2006,6.3
Heading South,"$3,300,000 ","$898,000 ",2006,6.3
Little Fish,"$3,200,000 ","$8,100 ",2006,6.3
Queens,"$3,200,000 ","$140,000 ",2006,6.3
Wordplay,"$3,200,000 ","$3,100,000 ",2006,7.3
La Moustache,"$3,000,000 ","$245,000 ",2006,7.3
Samoan Wedding,"$3,000,000 ","$72,200 ",2006,6.4
Time to Leave,"$2,900,000 ","$118,000 ",2006,6.4
Clean,"$2,900,000 ","$139,000 ",2006,6.4
Wah-Wah,"$2,800,000 ","$235,000 ",2006,7.6
Gabrielle,"$2,800,000 ","$333,000 ",2006,6.4
Factotum,"$2,700,000 ","$808,000 ",2006,6.4
Find Me Guilty,"$2,600,000 ","$1,200,000 ",2006,7
Imagine Me and You,"$2,600,000 ","$672,000 ",2006,7
Infamous,"$2,600,000 ","$1,200,000 ",2006,7
Quinceanera,"$2,500,000 ","$1,700,000 ",2006,7
Fateless,"$2,500,000 ","$197,000 ",2006,7
Look Both Ways,"$2,500,000 ","$105,000 ",2006,7
Ask the Dust,"$2,500,000 ","$744,000 ",2006,5.8
Fur: An Imaginary Portrait of Diane Arbus,"$2,300,000 ","$223,000 ",2006,6.5
Strangers with Candy,"$2,300,000 ","$2,100,000 ",2006,6.5
Fast Food Nation,"$2,200,000 ","$1,000,000 ",2006,6.3
Neil Young: Heart of Gold,"$2,200,000 ","$1,900,000 ",2006,7.7
Candy,"$2,100,000 ","$45,100 ",2006,7.3
Summer Storm,"$2,100,000 ","$95,200 ",2006,7.3
A Guide to Recognizing Your Saints,"$2,000,000 ","$518,000 ",2006,7
Shut Up and Sing,"$1,900,000 ","$1,200,000 ",2006,7
Renaissance,"$1,800,000 ","$70,600 ",2006,6.7
The Aura,"$1,800,000 ","$58,800 ",2006,6.7
The Notorious Bettie Page,"$1,800,000 ","$1,400,000 ",2006,6.7
Sweet Land,"$1,800,000 ","$1,700,000 ",2006,6.7
Who Killed the Electric Car?,"$1,800,000 ","$1,700,000 ",2006,7.7
Jaan-E-Mann,"$1,700,000 ","$650,000 ",2006,7.7
Night of the Living Dead 3D,"$1,600,000 ","$271,000 ",2006,3.1
The Road to Guantanamo,"$1,500,000 ","$327,000 ",2006,7.4
Guadalupe,"$1,500,000 ","$848,000 ",2006,5
Somersault,"$1,500,000 ","$92,200 ",2006,5
Peaceful Warrior,"$1,400,000 ","$1,100,000 ",2006,7.3
El Perro,"$1,400,000 ","$19,800 ",2006,7.3
The U.S. Vs. John Lennon,"$1,400,000 ","$1,100,000 ",2006,7.3
10 Items or Less,"$1,400,000 ","$83,300 ",2006,6.6
Leonard Cohen I'm Your Man,"$1,400,000 ","$1,000,000 ",2006,6.6
Climates,"$1,400,000 ","$120,000 ",2006,7.2
Umrao Jaan,"$1,400,000 ","$485,000 ",2006,5.5
Driving Lessons,"$1,200,000 ","$240,000 ",2006,6.7
The House of Sand,"$1,200,000 ","$539,000 ",2006,6.7
Masai: The Rain Warriors,"$1,200,000 ","$7,700 ",2006,6.7
Humko Deewana Kar Gaye,"$1,100,000 ","$250,000 ",2006,5.2
Guys and Balls,"$1,100,000 ","$28,300 ",2006,5.2
Simon,"$1,100,000 ","$4,100 ",2006,5.2
Family Law,"$1,100,000 ","$38,600 ",2006,6.9
Conversations with God,"$1,000,000 ","$425,000 ",2006,6.6
On a Clear Day,"$1,000,000 ","$191,000 ",2006,6.6
Jesus Camp,"$1,000,000 ","$903,000 ",2006,7.4
Conversations with Other Women,"$974,000 ","$379,000 ",2006,7.4
Chup Chup Ke,"$943,000 ","$335,000 ",2006,6.7
The Dead Girl,"$905,000 ","$19,900 ",2006,6.6
The Celestine Prophecy,"$904,000 ","$617,000 ",2006,4.9
Looking for Comedy in the Muslim World,"$902,000 ","$889,000 ",2006,4.9
Death of a President,"$869,000 ","$519,000 ",2006,6.3
Down in the Valley,"$853,000 ","$569,000 ",2006,6.3
Sketches of Frank Gehry,"$835,000 ","$439,000 ",2006,6.3
The Groomsmen,"$819,000 ","$129,000 ",2006,6.1
Army of Shadows (1969),"$811,000 ","$742,000 ",2006,6.1
13 Tzameti,"$795,000 ","$121,000 ",2006,6.1
Lemming,"$794,000 ","$81,700 ",2006,7.6
Malamaal Weekly,"$754,000 ","$205,000 ",2006,6.9
Another Gay Movie,"$745,000 ","$654,000 ",2006,4.9
The King,"$740,000 ","$282,000 ",2006,4.9
49 Up,"$697,000 ","$242,000 ",2006,4.9
Feast,"$689,000 ","$56,100 ",2006,4.9
Manderlay,"$675,000 ","$78,400 ",2006,4.9
My First Wedding,"$666,000 ","$15,000 ",2006,4.9
The OH in Ohio,"$648,000 ","$419,000 ",2006,4.9
Sleeping Dogs Lie,"$639,000 ","$15,700 ",2006,6.1
Wassup Rockers,"$634,000 ","$222,000 ",2006,6.1
Sherrybaby,"$623,000 ","$199,000 ",2006,6.6
Crossing the Bridge: The Sound of Istanbul,"$622,000 ","$70,700 ",2006,6.6
Wondrous Oblivion,"$572,000 ","$88,600 ",2006,6.6
Tideland,"$567,000 ","$66,500 ",2006,6.6
Shadowboxer,"$520,000 ","$371,000 ",2006,6.6
Home of the Brave,"$500,000 ","$51,700 ",2006,5.6
Idiocracy,"$495,000 ","$444,000 ",2006,6.6
Three Times (Zui hao de shi guang),"$481,000 ","$152,000 ",2006,6.6
The Heart of the Game,"$446,000 ","$445,000 ",2006,6.6
La Petite Jerusalem,"$432,000 ","$53,600 ",2006,6.6
The Devil and Daniel Johnston,"$431,000 ","$334,000 ",2006,6.6
20 Centimeters,"$429,000 ","$6,600 ",2006,6.6
Free Zone,"$410,000 ","$32,400 ",2006,6.6
Marilyn Hotchkiss' Ballroom Dancing & Charm School,"$405,000 ","$349,000 ",2006,6.6
American Hardcore,"$376,000 ","$280,000 ",2006,7.4
The Bridesmaid,"$362,000 ","$112,000 ",2006,7.4
Evil,"$340,000 ","$15,500 ",2006,7.4
This Film Is Not Yet Rated,"$340,000 ","$307,000 ",2006,7.5
Shaadi Se Pehle,"$332,000 ","$112,000 ",2006,4
Deliver Us from Evil (2006),"$327,000 ","$201,000 ",2006,4
Adam & Steve,"$309,000 ","$309,000 ",2006,4
Old Joy,"$301,000 ","$256,000 ",2006,6.7
Requiem,"$262,000 ","$9,600 ",2006,6.9
Bubble,"$262,000 ","$146,000 ",2006,6.9
Battle in Heaven,"$254,000 ","$70,900 ",2006,6.9
Drawing Restraint 9,"$251,000 ","$235,000 ",2006,6.9
Edmond,"$244,000 ","$132,000 ",2006,-1
Pyare Mohan,"$242,000 ","$150,000 ",2006,3.2
Iraq in Fragments,"$241,000 ","$204,000 ",2006,7.3
Darshan,"$241,000 ","$66,000 ",2006,7.3
Black Gold,"$227,000 ","$93,500 ",2006,7.2
The Genius Club,"$224,000 ", $-   ,2006,5.8
The Death of Mr. Lazarescu,"$217,000 ","$80,300 ",2006,5.8
Once in a Lifetime,"$213,000 ","$145,000 ",2006,5.8
The Heart Is Deceitful Above All Things,"$211,000 ","$29,100 ",2006,5.8
The Bridge,"$206,000 ","$180,000 ",2006,7.2
Dead Man's Shoes,"$198,000 ","$6,400 ",2006,7.2
Haven,"$197,000 ","$142,000 ",2006,7.2
The Puffy Chair,"$195,000 ","$195,000 ",2006,7.2
Awesome: I F%!#in' Shot That,"$178,000 ","$163,000 ",2006,7.2
Lonesome Jim,"$175,000 ","$154,000 ",2006,7.2
Stoned,"$175,000 ","$38,900 ",2006,7.2
The Fallen Idol (2006 re-issue),"$174,000 ","$142,000 ",2006,7.2
The Great New Wonderful,"$172,000 ","$150,000 ",2006,7.2
Mountain Patrol: Kekexili,"$170,000 ","$143,000 ",2006,7.2
Come Early Morning,"$161,000 ","$119,000 ",2006,6.1
